"","Ticker_x","SimFinId","Report.Date","Fiscal.Year","Current.Ratio","Quick.Ratio","Total.Debt.Ratio","Debt.to.Asset.Ratio","Cash.Coverage.Ratio","Interest.Coverage.Ratio","Current.Ratio.T","Current.Ratio.out","Quick.Ratio.T","Quick.Ratio.Out","Total.Debt.Ratio.T","Total.Debt.Ratio.out","Debt.to.Asset.Ratio.T","Debt.to.Asset.Ratio.out","Cash.Coverage.Ratio.T","Cash.Coverage.Ratio.out","Interest.Coverage.Ratio.T","Interest.Coverage.Ratio.out"
"2577","CRM",85017,"1/31/11",2010,0.842109,0.723805,0.587052,0.152867,6.955036,3.914127,-0.171845819436505,0,-0.323233259890724,0,-0.532641877046887,0,-1.87818701667932,0,8.32753398846051,0,8.66594316398582,0
"2578","CRM",85017,"1/31/12",2011,0.727043,0.635474,0.618804,0.44777,7.169317,-2.058375,-0.318769656017551,0,-0.453384101856766,0,-0.479966696180007,0,-0.80347557125553,0,8.32758579330282,0,8.66491323178875,0
"2579","CRM",85017,"1/31/13",2012,0.690932,0.596463,0.580819,0.094281,3.427847,-3.577291,-0.369713868161059,0,-0.516738067867594,0,-0.543316102508003,0,-2.36147559426702,0,8.3266808649458,0,8.66465113200225,0
"2580","CRM",85017,"1/31/14",2013,0.678513,0.556837,0.668029,0.204753,1.079496,-3.705094,-0.387851639979192,0,-0.585482721020282,0,-0.403423693214163,0,-1.58595090434165,0,8.32611246388654,0,8.66462907554972,0
"2581","CRM",85017,"1/31/15",2014,0.800561,0.66079,0.627273,0.128521,4.132652,-1.988517,-0.222442547075105,0,-0.414319190061789,0,-0.466373426412643,0,-2.05166296387462,0,8.32685139478932,0,8.66492528463254,0
"2582","CRM",85017,"1/31/16",2015,1.020352,0.929595,0.608015,0.100768,8.838698,1.585473,0.0201476658027632,0,-0.0730062715564423,0,-0.497555726267664,0,-2.29493443406352,0,8.32798929306851,0,8.66554172380798,0
"2583","CRM",85017,"1/31/17",2016,0.821994,0.740944,0.573491,0.114211,7.826595,0.72176,-0.19602218322267,0,-0.299830230091133,0,-0.556013035648317,0,-2.16970766415724,0,8.32774468091414,0,8.66539278603901,0
"2584","CRM",85017,"1/31/18",2017,1.059942,0.933643,0.52802,0.078239,11.368,2.711754,0.058214189645815,0,-0.0686611408013744,0,-0.63862111720538,0,-2.54798703452335,0,8.32860033104122,0,8.66573590521239,0
"2585","CRM",85017,"1/31/19",2018,0.949431,0.823498,0.492306,0.103328,9.720779,3.474026,-0.0518924211966007,0,-0.194194158025558,0,-0.708654804601819,0,-2.26984688440627,0,8.32820243180596,0,8.66586730665959,0
"2606","CRTO",884751,"12/31/16",2016,1.42862,1.284287,0.496463,0.580152,4.241158,2.793107,0.356708943360745,0,0.250203700540062,0,-0.700246319925347,0,-0.544465140810228,0,8.32687764558315,0,8.6657499297723,0
"2607","CRTO",884751,"12/31/17",2017,1.597035,1.446384,0.413767,0.46598,5.282949,3.010815,0.468148785085395,0,0.369066648647689,0,-0.882452265521644,0,-0.76361256423245,0,8.32712965041333,0,8.66578745979806,0
"2608","CRTO",884751,"12/31/18",2018,1.542678,1.384877,0.393983,0.445852,5.654507,3.212494,0.433519867222333,0,0.325611327031319,0,-0.931447517823193,0,-0.807768220597695,0,8.32721951335799,0,8.66582222537611,0
"2609","CRUS",674434,"3/31/12",2011,4.81725,3.096897,0.144372,0.967036,72.31921174,48.54982858,1.57220322582387,0,1.1304006424464,0,-1.93536197714275,0,-0.0335195556799256,0,8.34321335633506,0,8.67360699334915,0
"2610","CRUS",674434,"3/31/13",2012,4.775879,2.588403,0.158399,0.821059,72.31921174,48.54982858,1.56357804076099,0,0.951041083217456,0,-1.84263811275305,0,-0.197160308530774,0,8.34321335633506,0,8.67360699334915,0
"2611","CRUS",674434,"3/31/14",2013,5.760006,4.344086,0.120575,0.730567,72.31921174,48.54982858,1.75093851637392,0,1.4688153798574,0,-2.1154833130271,0,-0.313934333995853,0,8.34321335633506,0,8.67360699334915,0
"2612","CRUS",674434,"3/31/15",2014,2.559283,1.774032,0.341238,0.15707,32.332805,25.42809,0.939727141137268,0,0.573254922056153,0,-1.07517509793643,0,-1.8510637131272,0,8.33365076286155,0,8.66964438622228,0
"2613","CRUS",674434,"3/31/16",2015,3.950306,2.481245,0.272785,0.135749,93.213081,69.329905,1.37379304426694,0,0.908760450337983,0,-1.29907133986182,0,-1.99694768667773,0,8.34817390524527,0,8.67715493795687,0
"2614","CRUS",674434,"3/31/17",2016,5.385584,3.962887,0.185202,0.042449,202.871622,169.902287,1.68372575412461,0,1.37697280004957,0,-1.6863081576923,0,-3.15945192362828,0,8.3738126829807,0,8.69415076892784,0
"2615","CRUS",674434,"3/31/18",2017,4.376852,2.58758,0.187669,0,72.31921174,48.54982858,1.47632974452308,0,0.950723075987936,0,-1.67307550619531,0,-Inf,0,8.34321335633506,0,8.67360699334915,0
"2640","CSCO",82202,"7/31/10",2010,2.673582,2.32881,0.454148,0.188389,72.31921174,48.54982858,0.983419146340817,0,0.845357407497082,0,-0.789332142874945,0,-1.66924630495632,0,8.34321335633506,0,8.67360699334915,0
"2641","CSCO",82202,"7/31/11",2011,3.269222,2.815206,0.457386,0.193145,72.31921174,48.54982858,1.1845520361123,0,1.03503543831026,0,-0.782227605645006,0,-1.64431407682153,0,8.34321335633506,0,8.67360699334915,0
"2642","CSCO",82202,"7/31/12",2012,3.492922,2.993909,0.440916,0.177944,72.31921174,48.54982858,1.25073863520033,0,1.09657989141395,0,-0.818900897868661,0,-1.72628638493071,0,8.34321335633506,0,8.67360699334915,0
"2643","CSCO",82202,"7/31/13",2013,2.978769,2.549554,0.415679,0.160202,72.31921174,48.54982858,1.09151012792495,0,0.935918441912419,0,-0.877841951199486,0,-1.8313197600313,0,8.34321335633506,0,8.67360699334915,0
"2644","CSCO",82202,"7/31/14",2014,3.388056,2.889141,0.460731,0.198392,72.31921174,48.54982858,1.22025630557883,0,1.06095922610829,0,-0.774940920395879,0,-1.61751040752499,0,8.34321335633506,0,8.67360699334915,0
"2645","CSCO",82202,"7/31/15",2015,3.133778,2.808816,0.473358,0.223633,72.31921174,48.54982858,1.1422393054325,0,1.03276304223866,0,-0.747903305736702,0,-1.49774896361762,0,8.34321335633506,0,8.67360699334915,0
"2646","CSCO",82202,"7/31/16",2016,3.16001,2.874353,0.477321,0.23545,72.31921174,48.54982858,1.15057519215078,0,1.05582760544497,0,-0.739566058452289,0,-1.44625670229257,0,8.34321335633506,0,8.67360699334915,0
"2647","CSCO",82202,"7/31/17",2017,3.034587,2.742196,0.490541,0.259725,72.31921174,48.54982858,1.11007533617443,0,1.00875905925654,0,-0.712246415294685,0,-1.34813190002554,0,8.34321335633506,0,8.67360699334915,0
"2648","CSCO",82202,"7/31/18",2018,2.287294,1.927205,0.602846,0.235044,72.31921174,48.54982858,0.827369459467567,0,0.656070766752685,0,-0.506093504590535,0,-1.44798254832153,0,8.34321335633506,0,8.67360699334915,0
"2656","CSGS",366036,"12/31/11",2011,2.076956,1.715601,0.662885,0.380102,10.562415,6.404993,0.730903360269005,0,0.539763456546872,0,-0.411153757838142,0,-0.96731564122756,0,8.32840575540634,0,8.66637238982606,0
"2657","CSGS",366036,"12/31/12",2012,2.079775,1.706232,0.614331,0.324341,10.940442,6.546999,0.732259714785174,0,0.534287430444938,0,-0.487221408142818,0,-1.12595984751135,0,8.32849706624446,0,8.66639685473902,0
"2658","CSGS",366036,"12/31/13",2013,2.298652,1.882673,0.578697,0.305013,13.31513,8.151207,0.832322864162486,0,0.632692575539836,0,-0.546976254448959,0,-1.18740088033224,0,8.32907047156698,0,8.6666731874766,0
"2659","CSGS",366036,"12/31/14",2014,2.228816,1.814406,0.580366,0.299346,14.220197,9.286277,0.801470502768534,0,0.595758141424135,0,-0.544096339977452,0,-1.206155183985,0,8.32928892755175,0,8.66686866276205,0
"2660","CSGS",366036,"12/31/15",2015,1.391422,1.167998,0.599128,0.323542,16.141706,11.704502,0.33032624579537,0,0.155291172075802,0,-0.512280014212562,0,-1.12842634348382,0,8.32975256394886,0,8.66728498831157,0
"2661","CSGS",366036,"12/31/16",2016,2.216304,1.92608,0.718168,0.466723,12.624919,9.63745,0.795840943591681,0,0.655486849377269,0,-0.331051754016825,0,-0.762019345046566,0,8.32890384328613,0,8.6669291320356,0
"2662","CSGS",366036,"12/31/17",2017,2.490042,2.160405,0.62108,0.366748,11.615146,8.45003,0.912299577804242,0,0.770295704120146,0,-0.476295380869168,0,-1.00308031527998,0,8.32866001745142,0,8.66672465277605,0
"2663","CSGS",366036,"12/31/18",2018,1.711137,1.137892,0.676026,0.322899,11.731909,7.562279,0.537158061839039,0,0.129177427861341,0,-0.391523742140337,0,-1.13041569815674,0,8.32868821478452,0,8.66657175059543,0
"2679","CSLT",494803,"12/31/14",2014,5.245824,5.06781,0.21088,2.310576,-2.803462,-2.848222,1.65743233151094,0,1.62290877162194,0,-1.55646602766799,0,0.837496844100346,0,8.32517191317515,0,8.66477694663018,0
"2680","CSLT",494803,"12/31/15",2015,3.095259,2.895046,0.316955,2.992557,-2.556569,-2.622744,1.12987158599556,0,1.06300100036332,0,-1.1489954710175,0,1.09612820588764,0,8.32523174325219,0,8.66481585391377,0
"2681","CSLT",494803,"12/31/16",2016,2.894116,2.656035,0.351246,0,-1.821243,-1.92462,1.06267971033619,0,0.976834409238205,0,-1.04626844629938,0,-Inf,0,8.32540991507597,0,8.66493630887705,0
"2682","CSLT",494803,"12/31/17",2017,2.092017,2.022013,0.244123,0.017715,-1.762802,-1.975598,0.738128672364688,0,0.704093549855555,0,-1.41008308234317,0,-4.0333435406647,0,8.3254240741541,0,8.66492751357664,0
"2683","CSLT",494803,"12/31/18",2018,2.106921,2.035015,0.232109,0.012836,-1.071794,-1.29429,0.745227640051737,0,0.710503189874764,0,-1.46054819006404,0,-4.35550155573453,0,8.32559147628774,0,8.6650450541377,0
"2684","CSOD",747052,"12/31/11",2011,1.890697,1.781499,0.538571,0.024726,-0.516512,-0.639537,0.636945544156572,0,0.57745514473887,0,-0.618835943351679,0,-3.6998999573974,0,8.32572597742361,0,8.66515800036224,0
"2685","CSOD",747052,"12/31/12",2012,1.241455,1.087094,0.728529,0.032718,-0.785925,-1.009472,0.216284078833128,0,0.0835080809411302,0,-0.316727846314891,0,-3.41982989381016,0,8.32566072211198,0,8.6650941873898,0
"2686","CSOD",747052,"12/31/13",2013,2.351484,2.174008,0.882808,0.487419,-0.676144,-0.946133,0.855046618212265,0,0.776572468545053,0,-0.124647542565401,0,-0.718631156195469,0,8.32568731300351,0,8.66510511351667,0
"2687","CSOD",747052,"12/31/14",2014,1.763528,1.593239,0.92979,0.446314,-0.920915,-1.319793,0.567316348084226,0,0.465769051061648,0,-0.0727965247845636,0,-0.806732538804629,0,8.3256280241874,0,8.66504065456018,0
"2688","CSOD",747052,"12/31/15",2015,1.319618,1.150863,0.985989,0.410803,-1.036651,-1.728976,0.277342300776379,0,0.140512095722376,0,-0.014110080628345,0,-0.889641498130641,0,8.32559998920764,0,8.66497006287183,0
"2689","CSOD",747052,"12/31/16",2016,1.425057,1.266919,0.956764,0.382335,-0.584734,-1.375577,0.354211812920635,0,0.236587968750764,0,-0.0441985219116838,0,-0.96145809133247,0,8.32570945357584,0,8.6650310310746,0
"2690","CSOD",747052,"12/31/17",2017,1.214016,1.113804,0.97713,0.551281,-0.266181,-1.029282,0.193933872122121,0,0.107781183476015,0,-0.023135575402157,0,-0.595510617974592,0,8.32578660701186,0,8.66509077009358,0
"2691","CSOD",747052,"12/31/18",2018,1.431074,1.282714,0.930736,0.358006,0.833198,0.026914,0.358425211326738,0,0.24897814574138,0,-0.0717796079755288,0,-1.02720553294534,0,8.32605283054636,0,8.66527295141633,0
"2692","CSRA",378123,"3/31/17",2016,1.008065,0.881048,0.926555,0.572627,7.709677,5.741935,0.00803265169714905,0,-0.126643170988702,0,-0.0762818718238282,0,-0.557520734094144,0,8.32771641949585,0,8.66625814971439,0
"2743","CTSH",128066,"12/31/09",2009,3.568728,3.132686,0.205217,0.218947,72.31921174,48.54982858,1.27220922977971,0,1.14189078351933,0,-1.58368732311316,0,-1.51892558758699,0,8.34321335633506,0,8.67360699334915,0
"2744","CTSH",128066,"12/31/10",2010,3.780096,3.360491,0.217898,0.182536,72.31921174,48.54982858,1.3297494061344,0,1.21208709425141,0,-1.52372821559594,0,-1.70080786513887,0,8.34321335633506,0,8.67360699334915,0
"2745","CTSH",128066,"12/31/11",2011,3.377275,2.985279,0.282329,0.18593,72.31921174,48.54982858,1.21706917131268,0,1.09369320981345,0,-1.26468222140405,0,-1.68238502019017,0,8.34321335633506,0,8.67360699334915,0
"2746","CTSH",128066,"12/31/12",2012,3.495382,3.056217,0.255642,0.162827,72.31921174,48.54982858,1.25144266871164,0,1.11717787663674,0,-1.36397725072886,0,-1.81506699149905,0,8.34321335633506,0,8.67360699334915,0
"2747","CTSH",128066,"12/31/13",2013,3.464556,3.040988,0.245728,0,72.31921174,48.54982858,1.24258448590329,0,1.11218246261707,0,-1.403530045834,0,-Inf,0,8.34321335633506,0,8.67360699334915,0
"2748","CTSH",128066,"12/31/14",2014,2.476988,2.215732,0.325708,0.142652,72.31921174,48.54982858,0.907043305925443,0,0.795582822943213,0,-1.12175400452079,0,-1.94734718109143,0,8.34321335633506,0,8.67360699334915,0
"2749","CTSH",128066,"12/31/15",2015,2.914149,2.653648,0.289641,0.098231,72.31921174,48.54982858,1.06957783892976,0,0.975935297121416,0,-1.23911305390568,0,-2.32043343115782,0,8.34321335633506,0,8.67360699334915,0
"2750","CTSH",128066,"12/31/16",2016,3.556658,3.194789,0.247791,0.061562,72.31921174,48.54982858,1.26882133990406,0,1.16152104496014,0,-1.39516963005926,0,-2.78771048191022,0,8.34321335633506,0,8.67360699334915,0
"2751","CTSH",128066,"12/31/17",2017,3.209229,2.790067,0.299061,0.057355,72.31921174,48.54982858,1.16603072137654,0,1.02606560988185,0,-1.20710771302142,0,-2.85849525524891,0,8.34321335633506,0,8.67360699334915,0
"2752","CTSH",128066,"12/31/18",2018,3.124595,2.797263,0.282096,0.046817,72.31921174,48.54982858,1.13930467478956,0,1.02864143911647,0,-1.26550784044373,0,-3.06150889415382,0,8.34321335633506,0,8.67360699334915,0
"2753","CTXS",131663,"12/31/09",2009,1.245613,1.084087,0.292008,0.26017,72.31921174,48.54982858,0.219627778220504,0,0.0807381580995123,0,-1.23097407982888,0,-1.34642001547703,0,8.34321335633506,0,8.67360699334915,0
"2754","CTXS",131663,"12/31/10",2010,1.441629,1.24724,0.308622,0.239019,72.31921174,48.54982858,0.365773724206783,0,0.220933110088063,0,-1.17563805189867,0,-1.43121223230247,0,8.34321335633506,0,8.67360699334915,0
"2755","CTXS",131663,"12/31/11",2011,1.164443,1.038213,0.333952,0.234516,72.31921174,48.54982858,0.152242861097892,0,0.0375009660047208,0,-1.09675800890793,0,-1.4502314631462,0,8.34321335633506,0,8.67360699334915,0
"2756","CTXS",131663,"12/31/12",2012,1.276171,1.161381,0.349142,0.221914,72.31921174,48.54982858,0.243864188482905,0,0.149609814255952,0,-1.05227656274079,0,-1.50546535955112,0,8.34321335633506,0,8.67360699334915,0
"2757","CTXS",131663,"12/31/13",2013,1.067643,0.949098,0.363076,0,72.31921174,48.54982858,0.0654534149945249,0,-0.0522432191074198,0,-1.01314310024019,0,-Inf,0,8.34321335633506,0,8.67360699334915,0
"2758","CTXS",131663,"12/31/14",2014,1.061766,0.920572,0.605653,0.23457,24.694675,17.400243,0.0599335595584961,0,-0.0827600630083138,0,-0.501448064175695,0,-1.4500012281776,0,8.33181368585916,0,8.66826489199084,0
"2759","CTXS",131663,"12/31/15",2015,1.001774,0.916523,0.63906,0.239793,14.495874,11.348913,0.00177242832049837,0,-0.0871681165453595,0,-0.447756932299008,0,-1.42797922780728,0,8.32935545821724,0,8.66722378039946,0
"2760","CTXS",131663,"12/31/16",2016,1.623607,1.422625,0.591763,0.210972,26.024095,22.204472,0.484650217380062,0,0.352503756619917,0,-0.524649062092555,0,-1.55602985573348,0,8.33213367262281,0,8.6690906727544,0
"2761","CTXS",131663,"12/31/17",2017,1.553824,1.458249,0.829479,0.365534,30.799,27.137935,0.440718989418242,0,0.377236400897903,0,-0.186957486127801,0,-1.00639598086288,0,8.33328213203209,0,8.66993795798187,0
"2762","CTXS",131663,"12/31/18",2018,1.188647,1.076953,0.892618,0.369403,19.278082,17.310002,0.172815685487341,0,0.0741357574819918,0,-0.113596561182542,0,-0.995867089972227,0,8.33050887127511,0,8.66824937427986,0
"2854","CY",526074,"12/31/10",2010,2.22761,1.767552,0.344806,0.582295,3.723984,2.359559,0.80092926185959,0,0.569595538440694,0,-1.06477333895189,0,-0.540778086815118,0,8.32675251979074,0,8.66567518754406,0
"2855","CY",526074,"12/31/11",2011,1.242572,0.826607,0.508892,0.792927,4.773596,3.348896,0.217183424995861,0,-0.190425908515489,0,-0.675519465691695,0,-0.232024117070153,0,8.32700644801449,0,8.66584573777056,0
"2856","CY",526074,"12/31/12",2012,1.05752,0.573853,0.787332,0.278971,0.979202,-0.338163,0.0559265442890072,0,-0.555382013022127,0,-0.239105264374475,0,-1.27664744521551,0,8.32608818126748,0,8.66520998370342,0
"2857","CY",526074,"12/31/13",2013,1.045353,0.606673,0.769712,0.297555,0.684788,-5.280819,0.044354627418585,0,-0.499765348073458,0,-0.261738860073595,0,-1.21215619713396,0,8.32601689599991,0,8.66435709434768,0
"2858","CY",526074,"12/31/14",2014,1.136371,0.708782,0.728414,0.327265,11.873503,3.764185,0.12783985148889,0,-0.344207275047585,0,-0.316885711104713,0,-1.11698503872616,0,8.32872240753937,0,8.66591732011183,0
"2859","CY",526074,"12/31/15",2015,1.610103,0.983024,0.32255,0.171883,-3.554292,-18.324652,0.476298152105328,0,-0.0171217440770619,0,-1.13149711600389,0,-1.76094126618996,0,8.32498994103272,0,8.66210279192284,0
"2860","CY",526074,"12/31/16",2016,1.272595,0.645177,0.511153,0.316418,-6.211335,-11.029461,0.241058122844511,0,-0.438230581227612,0,-0.671086320677683,0,-1.15069115469417,0,8.32434571054311,0,8.6633642106675,0
"2861","CY",526074,"12/31/17",2017,1.218882,0.662604,0.486128,0.278146,4.275983,0.973546,0.197934045157373,0,-0.411577752309933,0,-0.721283315273018,0,-1.27960912329406,0,8.32688607062919,0,8.66543620604503,0
"2862","CY",526074,"12/31/18",2018,1.638477,0.982986,0.426776,0.238594,6.848822,2.516999,0.493767151829036,0,-0.0171604010523619,0,-0.851495993563007,0,-1.43299191632352,0,8.32750830903629,0,8.6657023303206,0
"2892","DATA",711049,"12/31/13",2013,3.185197,3.009253,0.310675,1.513508,0.323815,0.112946,1.15851413954462,0,1.10169187520335,0,-1.16900792929008,0,0.414430135227147,0,8.32592948813642,0,8.66528778945744,0
"2893","DATA",711049,"12/31/14",2014,4.494608,4.329648,0.223709,0.653012,0.556033,0.177271,1.50287845611185,0,1.46548624540738,0,-1.49740917884118,0,-0.426159773151738,0,8.32598571947687,0,8.66529888352266,0
"2894","DATA",711049,"12/31/15",2015,3.465648,3.403084,0.287924,0.582158,-0.701028,-1.285988,1.24289962814413,0,1.22468207931638,0,-1.24505872255988,0,-0.541013390430862,0,8.32568128572246,0,8.66504648632944,0
"2895","DATA",711049,"12/31/16",2016,2.686185,2.601883,0.384829,0.51815,-2.088703,-3.01902,0.988121971380754,0,0.956235413668117,0,-0.954956199204932,0,-0.657490503351911,0,8.32534511234237,0,8.66474747362869,0
"2896","DATA",711049,"12/31/17",2017,1.9356,1.880179,0.461234,0.512909,-2.958498,-3.863859,0.660417355937026,0,0.631366985075368,0,-0.773849772575938,0,-0.667656837460694,0,8.32513434115984,0,8.66460167494659,0
"2897","DATA",711049,"12/31/18",2018,2.580713,2.294008,0.379966,0.433929,-1.058567,-1.760596,0.948065717343225,0,0.830300506059424,0,-0.967673503948925,0,-0.834874352734813,0,8.3255946803594,0,8.6649646076255,0
"2898","DBD",770497,"12/31/10",2010,2.116708,1.242684,0.607184,0.224386,75.295332,51.581089,0.749862051604885,0,0.21727355655581,0,-0.498923403709029,0,-1.49438749587165,0,8.34392144099625,0,8.67412532894393,0
"2899","DBD",770497,"12/31/11",2011,2.101819,1.256638,0.659075,0.24941,72.31921174,48.54982858,0.742803160279087,0,0.228439900860532,0,-0.416917942154146,0,-1.38865715030908,0,8.34321335633506,0,8.67360699334915,0
"2900","DBD",770497,"12/31/12",2012,2.116836,1.305253,0.681131,0.25135,72.31921174,48.54982858,0.749922521036661,0,0.26639689171615,0,-0.384000627161901,0,-1.38090888884355,0,8.34321335633506,0,8.67360699334915,0
"2901","DBD",770497,"12/31/13",2013,1.740279,1.030434,0.715678,0.239998,7.3125,-44.1875,0.554045445200166,0,0.0299800727179766,0,-0.334524933846552,0,-1.4271246890082,0,8.32762040790809,0,8.65761795755344,0
"2902","DBD",770497,"12/31/14",2014,1.610722,0.842674,0.763119,0.215789,72.31921174,48.54982858,0.476682525678944,0,-0.17117510988972,0,-0.270341296555939,0,-1.53345420058054,0,8.34321335633506,0,8.67360699334915,0
"2903","DBD",770497,"12/31/15",2015,1.719607,0.802888,0.805788,0.284606,21.676923,11.830769,0.542095776345824,0,-0.219540051724586,0,-0.21593459836854,0,-1.25664951132795,0,8.3310869432245,0,8.66730672188302,0
"2904","DBD",770497,"12/31/16",2016,1.435791,0.851028,0.797184,0.341214,-0.186483,-1.873592,0.361715916858109,0,-0.161310248482352,0,-0.226669761090768,0,-1.0752454325534,0,8.32580590891139,0,8.66494511272656,0
"2905","DBD",770497,"12/31/17",2017,1.391607,0.805198,0.810477,0.353637,1.780412,-0.819588,0.330459194464085,0,-0.216667069074528,0,-0.210132315753782,0,-1.03948431568377,0,8.32628214926751,0,8.66512694247009,0
"2914","DDD",545133,"12/31/11",2011,4.541948,4.002137,0.449671,0.299971,18.727606,14.210912,1.51335599491682,0,1.38682846845917,0,-0.799239074720948,0,-1.20406947566513,0,8.33037617058846,0,8.66771631308887,0
"2915","DDD",545133,"12/31/12",2012,3.824704,3.136641,0.290961,0.130119,4.730511,3.502834,1.34148107866316,0,1.14315248211143,0,-1.23456604141077,0,-2.03930586262017,0,8.32699602591033,0,8.66587227228184,0
"2916","DDD",545133,"12/31/13",2013,4.769818,3.969336,0.14944,0.017197,6.603678,4.797449,1.56230814903606,0,1.37859882630246,0,-1.9008603045016,0,-4.06302032898008,0,8.32744903790289,0,8.66609539904929,0
